Lapatinib
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	non-sensitive
HEP3B217_LIVER	non-sensitive
HEPG2_LIVER	non-sensitive
HEYA8_OVARY	non-sensitive
HGC27_STOMACH	intermediate
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
HLE_LIVER	non-sensitive
HLF_LIVER	intermediate
HMC18_BREAST	intermediate
HMCB_SKIN	sensitive
HOS_BONE	intermediate
HPAC_PANCREAS	intermediate
HPAFII_PANCREAS	sensitive
HS229T_LUNG	non-sensitive
HS294T_SKIN	intermediate
HS578T_BREAST	non-sensitive
HS683_CENTRAL_NERVOUS_SYSTEM	non-sensitive
HS695T_SKIN	intermediate
HS729_SOFT_TISSUE	intermediate
HS739T_BREAST	intermediate
HS746T_STOMACH	intermediate
HS766T_PANCREAS	intermediate
HS840T_UPPER_AERODIGESTIVE_TRACT	non-sensitive
HS852T_SKIN	non-sensitive
HS895T_SKIN	intermediate
HS936T_SKIN	non-sensitive
HS939T_SKIN	non-sensitive
HS944T_SKIN	intermediate
HSC2_UPPER_AERODIGESTIVE_TRACT	intermediate
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
HT1080_SOFT_TISSUE	non-sensitive
HT1197_URINARY_TRACT	intermediate
HT1376_URINARY_TRACT	sensitive
HT144_SKIN	intermediate
HT29_LARGE_INTESTINE	intermediate
HUCCT1_BILIARY_TRACT	intermediate
HUH1_LIVER	intermediate
HUPT3_PANCREAS	non-sensitive
HUPT4_PANCREAS	sensitive
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
IALM_LUNG	intermediate
IGR37_SKIN	intermediate
IGR39_SKIN	non-sensitive
IGROV1_OVARY	intermediate
IM95_STOMACH	sensitive
IMR32_AUTONOMIC_GANGLIA	intermediate
IPC298_SKIN	intermediate
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	intermediate
ISTMES1_PLEURA	intermediate
ISTMES2_PLEURA	intermediate
J82_URINARY_TRACT	non-sensitive
JHH2_LIVER	intermediate
JHH4_LIVER	intermediate
JHH5_LIVER	sensitive
JHH6_LIVER	non-sensitive
JHH7_LIVER	sensitive
JHOS2_OVARY	intermediate
JHOS4_OVARY	sensitive
JHUEM2_ENDOMETRIUM	non-sensitive
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	non-sensitive
JMSU1_URINARY_TRACT	non-sensitive
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
K029AX_SKIN	intermediate
KALS1_CENTRAL_NERVOUS_SYSTEM	intermediate
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	non-sensitive
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	non-sensitive
KCIMOH1_PANCREAS	intermediate
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
KE39_STOMACH	sensitive
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	non-sensitive
KELLY_AUTONOMIC_GANGLIA	non-sensitive
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
KLE_ENDOMETRIUM	intermediate
KMBC2_URINARY_TRACT	intermediate
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
KMRC1_KIDNEY	intermediate
KMRC2_KIDNEY	intermediate
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
KNS42_CENTRAL_NERVOUS_SYSTEM	non-sensitive
KNS60_CENTRAL_NERVOUS_SYSTEM	non-sensitive
KNS62_LUNG	non-sensitive
KNS81_CENTRAL_NERVOUS_SYSTEM	intermediate
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	non-sensitive
KP1N_PANCREAS	intermediate
KP1NL_PANCREAS	intermediate
KP2_PANCREAS	intermediate
KP3_PANCREAS	non-sensitive
KP4_PANCREAS	non-sensitive
KPNSI9S_AUTONOMIC_GANGLIA	sensitive
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
KURAMOCHI_OVARY	sensitive
KYM1_SOFT_TISSUE	intermediate
KYSE140_OESOPHAGUS	sensitive
KYSE150_OESOPHAGUS	intermediate
KYSE180_OESOPHAGUS	sensitive
KYSE30_OESOPHAGUS	intermediate
KYSE410_OESOPHAGUS	sensitive
KYSE450_OESOPHAGUS	sensitive
KYSE510_OESOPHAGUS	intermediate
KYSE520_OESOPHAGUS	sensitive
KYSE70_OESOPHAGUS	sensitive
L33_PANCREAS	sensitive
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
LC1SQSF_LUNG	non-sensitive
LCLC103H_LUNG	non-sensitive
LN18_CENTRAL_NERVOUS_SYSTEM	intermediate
LN229_CENTRAL_NERVOUS_SYSTEM	intermediate
LOUNH91_LUNG	non-sensitive
LOXIMVI_SKIN	non-sensitive
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
LS123_LARGE_INTESTINE	intermediate
LS411N_LARGE_INTESTINE	non-sensitive
LS513_LARGE_INTESTINE	sensitive
LU99_LUNG	intermediate
LUDLU1_LUNG	sensitive
M059J	intermediate
MALME3M_SKIN	intermediate
MB157_BREAST	sensitive
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	non-sensitive
MCAS_OVARY	intermediate
MCF7_BREAST	intermediate
MDAMB157_BREAST	non-sensitive
MDAMB175VII_BREAST	sensitive
MDAMB415_BREAST	intermediate
MDAMB435S_SKIN	intermediate
MDAMB436_BREAST	intermediate
MDAMB453_BREAST	sensitive
MDAMB468_BREAST	sensitive
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
MELHO_SKIN	intermediate
MESSA_SOFT_TISSUE	non-sensitive
MEWO_SKIN	non-sensitive
MFE280_ENDOMETRIUM	intermediate
MFE296_ENDOMETRIUM	intermediate
MFE319_ENDOMETRIUM	sensitive
MG63_BONE	non-sensitive
MHHES1_BONE	sensitive
MIAPACA2_PANCREAS	intermediate
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
MKN45_STOMACH	non-sensitive
MKN7_STOMACH	intermediate
MKN74_STOMACH	intermediate
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	non-sensitive
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
MORCPR_LUNG	intermediate
MPP89_PLEURA	intermediate
MSTO211H_PLEURA	intermediate
NCIH1048_LUNG	intermediate
NCIH1092_LUNG	intermediate
NCIH1155_LUNG	intermediate
NCIH1184_LUNG	intermediate
NCIH1299_LUNG	intermediate
NCIH1339_LUNG	intermediate
NCIH1341_LUNG	intermediate
NCIH1355_LUNG	sensitive
NCIH1373_LUNG	intermediate
NCIH1563_LUNG	intermediate
NCIH1568_LUNG	intermediate
NCIH1573_LUNG	sensitive
NCIH1581_LUNG	intermediate
NCIH1648_LUNG	sensitive
NCIH1650_LUNG	sensitive
NCIH1651_LUNG	intermediate
NCIH1666_LUNG	sensitive
NCIH1693_LUNG	sensitive
NCIH1694_LUNG	intermediate
NCIH1703_LUNG	intermediate
NCIH1792_LUNG	intermediate
NCIH1793_LUNG	intermediate
NCIH1869_LUNG	sensitive
NCIH1915_LUNG	non-sensitive
NCIH1944_LUNG	intermediate
NCIH1975_LUNG	intermediate
NCIH2009_LUNG	intermediate
NCIH2023_LUNG	intermediate
NCIH2030_LUNG	sensitive
NCIH2052_PLEURA	intermediate
NCIH2085_LUNG	intermediate
NCIH2087_LUNG	intermediate
NCIH211_LUNG	intermediate
NCIH2122_LUNG	sensitive
NCIH2170_LUNG	sensitive
NCIH2172_LUNG	non-sensitive
NCIH2228_LUNG	intermediate
NCIH226_LUNG	non-sensitive
NCIH2286_LUNG	sensitive
NCIH23_LUNG	intermediate
NCIH2444_LUNG	sensitive
NCIH2452_PLEURA	intermediate
NCIH28_PLEURA	sensitive
NCIH322_LUNG	sensitive
NCIH3255_LUNG	sensitive
NCIH358_LUNG	sensitive
NCIH441_LUNG	intermediate
NCIH460_LUNG	non-sensitive
NCIH520_LUNG	non-sensitive
NCIH522_LUNG	intermediate
NCIH647_LUNG	non-sensitive
NCIH650_LUNG	non-sensitive
NCIH661_LUNG	intermediate
NCIH727_LUNG	intermediate
NCIH747_LARGE_INTESTINE	intermediate
NCIH810_LUNG	intermediate
NCIN87_STOMACH	sensitive
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
NIHOVCAR3_OVARY	sensitive
NUGC3_STOMACH	sensitive
NUGC4_STOMACH	sensitive
OC314_OVARY	intermediate
OC315_OVARY	intermediate
OC316_OVARY	intermediate
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	non-sensitive
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	non-sensitive
OCUM1_STOMACH	intermediate
OE21_OESOPHAGUS	sensitive
OE33_OESOPHAGUS	sensitive
ONCODG1_OVARY	intermediate
ONS76_CENTRAL_NERVOUS_SYSTEM	non-sensitive
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	non-sensitive
OV90_OVARY	intermediate
OVCAR4_OVARY	intermediate
OVCAR8_OVARY	sensitive
OVMANA_OVARY	intermediate
OVSAHO_OVARY	intermediate
OVTOKO_OVARY	intermediate
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	non-sensitive
PANC0203_PANCREAS	sensitive
PANC0327_PANCREAS	intermediate
PANC0403_PANCREAS	intermediate
PANC1005_PANCREAS	intermediate
PATU8902_PANCREAS	non-sensitive
PC14_LUNG	sensitive
PC3_PROSTATE	intermediate
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
PK1_PANCREAS	intermediate
PK45H_PANCREAS	intermediate
PK59_PANCREAS	intermediate
PL45_PANCREAS	intermediate
PLCPRF5_LIVER	sensitive
PSN1_PANCREAS	non-sensitive
QGP1_PANCREAS	intermediate
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
RD_SOFT_TISSUE	non-sensitive
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
RERFGC1B_STOMACH	intermediate
RERFLCAI_LUNG	intermediate
RERFLCMS_LUNG	non-sensitive
RKN_OVARY	non-sensitive
RKO_LARGE_INTESTINE	intermediate
RL952_ENDOMETRIUM	sensitive
RPMI7951_SKIN	non-sensitive
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
RT112_URINARY_TRACT	intermediate
RT4_URINARY_TRACT	sensitive
RVH421_SKIN	non-sensitive
SAOS2_BONE	intermediate
SBC5_LUNG	intermediate
SCABER_URINARY_TRACT	sensitive
SCC9_UPPER_AERODIGESTIVE_TRACT	sensitive
SF126_CENTRAL_NERVOUS_SYSTEM	intermediate
SF295_CENTRAL_NERVOUS_SYSTEM	intermediate
SF8657	non-sensitive
SH10TC_STOMACH	intermediate
SHP77_LUNG	intermediate
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
SIMA_AUTONOMIC_GANGLIA	intermediate
SJRH30_SOFT_TISSUE	intermediate
SJSA1_BONE	intermediate
SKBR3_BREAST	sensitive
SKCO1_LARGE_INTESTINE	sensitive
SKES1_BONE	intermediate
SKHEP1_LIVER	non-sensitive
SKLMS1_SOFT_TISSUE	intermediate
SKLU1_LUNG	intermediate
SKMEL2_SKIN	sensitive
SKMEL24_SKIN	intermediate
SKMEL30_SKIN	non-sensitive
SKMEL31_SKIN	intermediate
SKMEL5_SKIN	non-sensitive
SKMES1_LUNG	sensitive
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
SKNAS_AUTONOMIC_GANGLIA	non-sensitive
SKNBE2_AUTONOMIC_GANGLIA	non-sensitive
SKNDZ_AUTONOMIC_GANGLIA	non-sensitive
SKNFI_AUTONOMIC_GANGLIA	intermediate
SKNSH_AUTONOMIC_GANGLIA	intermediate
SKOV3_OVARY	intermediate
SNGM_ENDOMETRIUM	intermediate
SNU1_STOMACH	intermediate
SNU16_STOMACH	sensitive
SNU182_LIVER	non-sensitive
SNU387_LIVER	intermediate
SNU398_LIVER	intermediate
SNU423_LIVER	non-sensitive
SNU449_LIVER	non-sensitive
SNU475_LIVER	intermediate
SNUC2A_LARGE_INTESTINE	intermediate
SNUC2B	sensitive
SQ1_LUNG	intermediate
SU8686_PANCREAS	non-sensitive
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	sensitive
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
SUIT2_PANCREAS	non-sensitive
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	non-sensitive
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	non-sensitive
SW1088_CENTRAL_NERVOUS_SYSTEM	intermediate
SW1271_LUNG	non-sensitive
SW1353_BONE	intermediate
SW1417_LARGE_INTESTINE	intermediate
SW1573_LUNG	intermediate
SW1990_PANCREAS	intermediate
SW403_LARGE_INTESTINE	sensitive
SW48_LARGE_INTESTINE	sensitive
SW480_LARGE_INTESTINE	intermediate
SW579_THYROID	non-sensitive
SW620_LARGE_INTESTINE	non-sensitive
SW780_URINARY_TRACT	intermediate
SW900_LUNG	intermediate
T24_URINARY_TRACT	intermediate
T3M10_LUNG	intermediate
T47D_BREAST	intermediate
T84_LARGE_INTESTINE	intermediate
T98G_CENTRAL_NERVOUS_SYSTEM	intermediate
TC71_BONE	non-sensitive
TCCSUP_URINARY_TRACT	non-sensitive
TE1_OESOPHAGUS	intermediate
TE11_OESOPHAGUS	sensitive
TE15_OESOPHAGUS	sensitive
TE5_OESOPHAGUS	intermediate
TE617T_SOFT_TISSUE	sensitive
TE9_OESOPHAGUS	sensitive
TEN_ENDOMETRIUM	intermediate
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	non-sensitive
TOV112D_OVARY	intermediate
TOV21G_OVARY	intermediate
TT2609C02_THYROID	intermediate
TYKNU_OVARY	intermediate
U118MG_CENTRAL_NERVOUS_SYSTEM	non-sensitive
U2OS_BONE	intermediate
U87MG_CENTRAL_NERVOUS_SYSTEM	intermediate
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	intermediate
UACC257_SKIN	non-sensitive
UACC62_SKIN	intermediate
UACC812_BREAST	sensitive
UMUC3_URINARY_TRACT	non-sensitive
VMRCLCD_LUNG	intermediate
VMRCRCW_KIDNEY	sensitive
VMRCRCZ_KIDNEY	intermediate
WM115_SKIN	non-sensitive
WM1799_SKIN	intermediate
WM2664_SKIN	non-sensitive
WM793_SKIN	intermediate
WM88_SKIN	non-sensitive
WM983B_SKIN	sensitive
YKG1_CENTRAL_NERVOUS_SYSTEM	non-sensitive
ZR751_BREAST	intermediate
ZR7530_BREAST	sensitive
SCC25_UPPER_AERODIGESTIVE_TRACT	sensitive
